time,particles 03um,particles 05um,particles 10um,particles 25um,particles 50um,particles 100um,Temperature C,Gas Ohm,Humidity %%,Pressure hPa,Altitude meters
1771456917.7488298,195,58,10,0,0,0,22.3950390625,284313,36.50415306814589,1004.0245776505309,77.09263300473475
1771456918.760965,186,54,10,0,0,0,22.3954296875,284780,36.50419123852726,1004.0252094187282,77.08733400494518
1771456919.7730398,186,54,10,0,0,0,22.3954296875,283383,36.475058213839596,1004.0252094187282,77.08733400494518
1771456920.7851796,186,54,10,0,0,0,22.3954296875,284546,36.44593074011284,1004.0270269441022,77.07208939924358
1771456921.7959988,192,54,10,0,0,0,22.396015625,286428,36.43433847136724,1004.0207044905558,77.1251194629984
1771456922.8067894,192,54,10,0,0,0,22.3966015625,285015,36.422747061330696,1004.018017081482,77.1476603944995
1771456923.8175535,192,54,10,0,0,0,22.39640625,283383,36.411080326897846,1004.0140661448561,77.18079938740019
1771456924.8283448,192,54,8,0,0,0,22.39640625,285484,36.39361046656076,1004.0158836724065,77.16555462644614
1771456925.8391755,192,54,8,0,0,0,22.3969921875,284546,36.37619969712985,1004.0186488444197,77.14236141078885
1771456926.850441,192,54,8,0,0,0,22.3966015625,285719,36.38780665964017,1004.018017081482,77.1476603944995
1771456927.8622074,192,53,7,0,0,0,22.3966015625,286665,36.358695764281975,1004.014382025163,77.17814989650951
1771456928.8743112,192,53,7,0,0,0,22.3969921875,287140,36.34709099731464,1004.0168313150878,77.1576061526864
1771456929.8865407,192,53,7,0,0,0,22.397578125,284313,36.32968547518568,1004.0159614270488,77.16490244924657
1771456930.8982625,207,55,4,0,0,0,22.397578125,286665,36.318044866850194,1004.0214140201147,77.11916821596971
1771456931.9103806,207,55,4,0,0,0,22.3973828125,286902,36.3063861454632,1004.0229156686422,77.10657300656037
1771456932.922379,207,55,4,0,0,0,22.3969921875,287378,36.3063481431746,1004.025918962662,77.08138265896243
1771456933.9344604,198,54,5,0,0,0,22.3973828125,286191,36.312205892051644,1004.0283682611154,77.0608390347445
1771456934.946574,198,54,5,0,0,0,22.397578125,285719,36.318044866850194,1004.0141438962097,77.18014723682658
1771456935.9586968,198,54,5,0,0,0,22.3985546875,286191,36.335601181126,1004.0157232958626,77.16689980574593
1771456936.9707048,222,57,6,1,0,0,22.4001171875,285719,36.34739529827639,1004.0164327984504,77.16094876103023
1771456937.9826274,222,57,6,1,0,0,22.40109375,286665,36.347490394402726,1004.0343700680841,77.01049872335413
1771456938.9947047,222,57,6,1,0,0,22.4016796875,285484,36.35336880805696,1004.0298650929335,77.04828429629762
1771456940.0067515,228,62,7,1,0,0,22.4020703125,287378,36.353406851989725,1004.0232266832413,77.10396434609734
1771456941.01887,228,62,7,1,0,0,22.403046875,287855,36.34768058962072,1004.0211709952628,77.12120660977205
1771456942.030936,228,62,7,1,0,0,22.40421875,287378,36.35361609644721,1004.0230662754589,77.10530977945109
1771456943.0430975,252,70,7,1,0,0,22.404609375,287617,36.347832748641814,1004.0218804847748,77.11525570087332
1771456944.0550897,252,70,7,1,0,0,22.4055859375,287855,36.33046496597158,1004.0198247757658,77.13249815966068
1771456945.06587,252,70,7,1,0,0,22.406171875,287140,36.342163719589614,1004.0225899668588,77.10930485768314
1771456946.0766742,258,70,9,1,0,0,22.4071484375,286428,36.33061706948095,1004.0187166892429,77.14179235475284
1771456947.0876858,258,70,9,1,0,0,22.409296875,288095,36.3424680105345,1004.0258264729247,77.08215842246572
1771456948.0984602,258,70,9,1,0,0,22.410859375,286191,36.33679913160958,1004.0247183685434,77.09145272235884
1771456949.1104808,282,79,10,1,0,0,22.41125,287617,36.348479452710464,1004.01807984677,77.14713394336107
1771456950.1225886,282,79,10,1,0,0,22.4122265625,285719,36.348574560104666,1004.0160240823524,77.16437691974521
1771456951.1341925,282,79,10,1,0,0,22.414375,288334,36.36042705585016,1004.019498707258,77.13523309353774
1771456952.1449535,276,79,9,1,0,0,22.4153515625,286665,36.36052219125154,1004.0101725990404,77.21345711074888
1771456953.1557136,276,79,9,1,0,0,22.4169140625,287378,36.378141056099075,1004.0163347446558,77.1617711997131
1771456954.1665363,276,79,9,1,0,0,22.4188671875,287378,36.37833140756388,1004.024946250132,77.08954134955948
1771456955.1773057,276,79,9,1,0,0,22.4204296875,288575,36.39595247019419,1004.0220204654927,77.1140816000603
