time,pm10 standard,pm25 standard,pm100 standard,pm10 env,pm25 env,pm100 env,03um,05um,10um,25um,50um,100um,temp,gas,humidity,pressure,altitude
1772062487.3400953,0,0,1,0,0,1,126,34,5,1,0,0,23.8454296875,191157,55.481776269950494,1009.2384529105097,33.4525333422596
1772062489.3530824,0,0,1,0,0,1,126,34,5,1,0,0,23.8454296875,189485,55.41657558716415,1009.2293436372094,33.52861854396692
1772062491.3653848,0,0,1,0,0,1,153,43,6,1,0,0,23.84484375,188763,55.48169564967324,1009.2393239391764,33.44525810478894
1772062493.3783932,0,0,1,0,0,1,153,43,6,1,0,0,23.84484375,190947,55.55344193333041,1009.2393239391764,33.44525810478894
1772062495.3913755,0,0,1,0,0,1,153,43,6,1,0,0,23.84328125,190947,55.54018000091504,1009.2367884034425,33.46643609537539
1772062497.4043567,0,0,1,0,0,1,129,37,5,1,0,0,23.8442578125,187537,55.47509397814595,1009.2420168164941,33.4227659702412
1772062499.4173493,0,0,1,0,0,1,129,37,5,1,0,0,23.84328125,180584,55.7947513471743,1009.242253950202,33.42078532412847
1772062501.430398,0,0,1,0,0,1,129,37,5,1,0,0,23.8434765625,181514,56.049687053217625,1009.2407490442052,33.43335497420878
1772062503.4421647,0,1,1,0,1,1,147,47,6,1,0,0,23.842890625,188865,56.14773732300755,1009.239798215225,33.441296732272185
1772062505.453905,0,1,1,0,1,1,147,47,6,1,0,0,23.84171875,189692,56.09523171769389,1009.2433620916523,33.411529639255434
1772062507.465727,0,1,1,0,1,1,147,47,6,1,0,0,23.8403515625,190632,55.97078483919973,1009.2429653214186,33.41484363784605
1772062509.4780147,0,1,1,0,1,1,159,51,9,1,0,0,23.8387890625,191792,55.78759900710681,1009.238607926436,33.451238576610756
1772062511.4918203,0,1,1,0,1,1,159,51,9,1,0,0,23.8378125,192431,55.62424574235741,1009.2424887065986,33.418824534748886
1772062513.5048437,0,1,1,0,1,1,159,51,9,1,0,0,23.8356640625,194920,55.4347906962514,1009.2462896154693,33.38707771208385
1772062515.5180006,0,1,1,0,1,1,165,53,9,1,0,0,23.832734375,194592,55.193319336677476,1009.2397135821116,33.44200362699949
1772062517.5300236,0,1,1,0,1,1,165,53,9,1,0,0,23.8301953125,195360,54.95871071910856,1009.2337714628034,33.491635062957116
