time,pm10 standard,pm25 standard,pm100 standard,pm10 env,pm25 env,pm100 env,03um,05um,10um,25um,50um,100um,temp,gas,humidity,pressure,altitude
1772061470.0539887,0,0,1,0,0,1,144,40,2,1,1,0,17.9723828125,214595,72.69000265796464,1008.5423259126401,39.26853690008666
1772061472.0666654,0,0,1,0,0,1,144,40,2,1,1,0,17.9571484375,215797,72.63826970401513,1008.551748623044,39.18979031796531
1772061474.0795887,0,0,1,0,0,1,156,44,3,1,1,0,17.943671875,215797,72.60091408246011,1008.564040616905,39.08706572756052
1772061476.092549,0,0,1,0,0,1,156,44,3,1,1,0,17.9290234375,216067,72.59858906491144,1008.5509491957507,39.196471192830494
1772061478.105444,0,0,1,0,0,1,156,44,3,1,1,0,17.91515625,215529,72.5963884241431,1008.5481593604718,39.21978609263512
1772061480.117137,0,1,1,0,1,1,189,55,6,1,1,0,17.9020703125,217422,72.58727012272631,1008.5592809211051,39.126842539091776
1772061482.1288512,0,1,1,0,1,1,189,55,6,1,1,0,17.892890625,217286,72.62102549492278,1008.5551194340472,39.161620240468494
1772061484.1411138,0,1,1,0,1,1,189,55,6,1,1,0,17.8821484375,216878,72.66862579155789,1008.5592364551247,39.127214142321456
1772061486.152816,1,1,1,1,1,1,267,70,7,1,1,0,17.871796875,216878,72.67402701758094,1008.5477450488229,39.22324853612829
1772061488.164546,1,1,1,1,1,1,267,70,7,1,1,0,17.8610546875,216878,72.6582338405168,1008.5572762210327,39.143595877297045
1772061490.1762834,1,1,1,1,1,1,267,70,7,1,1,0,17.8503125,217150,72.62835608623016,1008.5613914861724,39.109204513113
1772061492.1896653,1,1,1,1,1,1,288,73,7,1,1,0,17.84328125,217695,72.64837015563157,1008.5589322886532,39.12975606893775
1772061494.2027187,1,1,1,1,1,1,288,73,7,1,1,0,17.838203125,215932,72.66165180377035,1008.5470280862354,39.229240266216785
1772061496.2156785,1,1,1,1,1,1,288,73,7,1,1,0,17.836640625,217969,72.74594581959805,1008.5480860070244,39.22039911457837
1772061498.2286954,1,1,2,1,1,2,303,76,8,1,1,0,17.8391796875,217832,72.8520719386896,1008.5540381061427,39.170656956812984
1772061500.2416553,1,1,2,1,1,2,303,76,8,1,1,0,17.84015625,217422,72.9509473264747,1008.557438148159,39.142242646480106
