timestamp,pm1_mean,pm1_err,pm25_mean,pm25_err,pm10_mean,pm10_err
1776902144.828752,4.0,0.0,8.0,0.0,9.0,0.0
1776902148.8683207,4.0,0.0,8.0,0.0,8.0,0.0
1776902152.868232,3.5,0.5,7.5,0.5,8.0,0.0
1776902156.898447,3.0,0.0,7.0,0.0,8.0,0.0
1776902160.9073708,4.0,0.0,7.0,0.0,7.0,0.0
1776902164.8991544,4.0,0.0,7.0,0.0,7.0,0.0
1776902168.9042416,4.0,0.0,7.0,0.0,7.0,0.0
1776902172.9382102,4.0,0.0,7.0,0.0,8.0,0.0
1776902176.9439468,4.0,0.0,7.0,0.0,7.5,0.5
1776902180.9715295,4.0,0.0,7.0,0.0,7.0,0.0
1776902184.932322,4.0,0.0,6.0,0.0,6.0,0.0
1776902188.9611804,4.0,0.0,6.0,0.0,6.0,0.0
1776902193.0055556,4.0,0.0,6.0,0.0,6.0,0.0
1776902196.9990458,4.0,0.0,5.0,0.0,7.0,0.0
1776902201.017544,4.0,0.0,5.5,0.5,7.0,0.0
1776902205.0174656,4.0,0.0,6.0,0.0,7.0,0.0
1776902209.022128,4.0,0.0,6.0,0.0,7.0,0.0
1776902213.0124726,4.0,0.0,6.0,0.0,7.0,0.0
1776902217.0650294,4.0,0.0,6.0,0.0,7.0,0.0
1776902221.055353,4.0,0.0,5.0,0.0,7.0,0.0
1776902225.0707517,3.5,0.5,5.0,0.0,7.0,0.0
1776902229.0724044,3.0,0.0,5.0,0.0,7.0,0.0
1776902233.1301932,4.0,0.0,6.0,0.0,7.0,0.0
1776902237.119563,4.0,0.0,6.0,0.0,7.5,0.5
1776902241.111461,4.0,0.0,6.0,0.0,8.0,0.0
1776902245.1150823,4.0,0.0,6.0,0.0,8.0,0.0
1776902249.1651273,4.0,0.0,6.0,0.0,8.0,0.0
1776902253.1555283,4.0,0.0,6.0,0.0,8.0,0.0
1776902257.1941926,4.0,0.0,6.0,0.0,7.0,0.0
1776902261.2486022,4.0,0.0,5.5,0.5,6.5,0.5
1776902265.253348,4.0,0.0,5.0,0.0,6.0,0.0
1776902269.2479084,4.0,0.0,6.0,0.0,6.0,0.0
1776902273.2987642,4.0,0.0,6.0,0.0,6.5,0.5
1776902277.3121908,4.0,0.0,6.0,0.0,7.0,0.0
1776902281.3073497,4.0,0.0,6.0,0.0,7.0,0.0
1776902285.3503013,4.0,0.0,6.0,0.0,7.0,0.0
1776902289.3564022,4.0,0.0,6.0,0.0,7.0,0.0
1776902293.3466167,4.0,0.0,5.0,0.0,6.0,0.0
1776902297.3525693,4.0,0.0,5.5,0.5,6.5,0.5
1776902301.387359,4.0,0.0,6.0,0.0,7.0,0.0
1776902305.3833418,4.0,0.0,6.0,0.0,9.0,0.0
1776902309.3957183,4.0,0.0,6.0,0.0,9.0,0.0
1776902313.389522,4.0,0.0,6.0,0.0,9.0,0.0
1776902317.404706,4.0,0.0,6.0,0.0,9.0,0.0
1776902321.446157,4.0,0.0,6.0,0.0,9.0,0.0
1776902325.4492414,4.0,0.0,6.0,0.0,9.0,0.0
1776902329.4338777,4.0,0.0,6.0,0.0,9.0,0.0
1776902333.4867094,4.0,0.0,6.0,0.0,9.0,0.0
1776902337.4823134,4.0,0.0,6.0,0.0,9.0,0.0
1776902341.4746368,4.0,0.0,6.0,0.0,9.0,0.0
1776902345.5146406,4.5,0.5,6.0,0.0,9.0,0.0
1776902349.5133722,5.0,0.0,6.0,0.0,9.0,0.0
1776902353.5079584,4.0,0.0,6.0,0.0,9.0,0.0
1776902357.5275497,4.0,0.0,5.5,0.5,9.0,0.0
1776902361.5167682,4.0,0.0,5.0,0.0,9.0,0.0
1776902365.5650134,4.0,0.0,5.0,0.0,6.0,0.0
1776902369.5726745,4.0,0.0,5.0,0.0,6.0,0.0
1776902373.5705342,4.0,0.0,5.0,0.0,6.0,0.0
1776902377.6129763,4.0,0.0,6.0,0.0,7.0,0.0
1776902381.6004093,4.0,0.0,5.5,0.5,6.5,0.5
1776902385.5895715,4.0,0.0,5.0,0.0,6.0,0.0
1776902389.6495564,3.0,0.0,5.0,0.0,6.0,0.0
1776902393.635076,3.5,0.5,5.0,0.0,6.0,0.0
1776902397.6546853,4.0,0.0,5.0,0.0,6.0,0.0
1776902401.6600235,3.0,0.0,5.0,0.0,7.0,0.0
1776902405.639278,3.0,0.0,5.0,0.0,7.0,0.0
1776902409.667792,3.0,0.0,5.0,0.0,7.0,0.0
1776902413.6776023,3.0,0.0,5.0,0.0,6.0,0.0
1776902417.6828318,3.0,0.0,5.0,0.0,6.0,0.0
1776902421.7003381,3.0,0.0,5.0,0.0,6.0,0.0
1776902425.7430747,3.0,0.0,6.0,0.0,7.0,0.0
1776902429.751957,3.0,0.0,6.0,0.0,7.0,0.0
1776902433.760225,3.0,0.0,6.0,0.0,7.0,0.0
1776902437.7572353,3.0,0.0,5.0,0.0,6.0,0.0
1776902441.7797008,3.0,0.0,5.5,0.5,6.5,0.5
1776902445.7628264,3.0,0.0,6.0,0.0,7.0,0.0
1776902449.8107588,3.0,0.0,6.0,0.0,7.0,0.0
1776902453.8181205,3.0,0.0,6.0,0.0,6.5,0.5
1776902457.8102875,3.0,0.0,6.0,0.0,6.0,0.0
1776902461.8099391,3.0,0.0,6.0,0.0,7.0,0.0
1776902465.8200917,3.0,0.0,5.5,0.5,6.5,0.5
1776902469.8604696,3.0,0.0,5.0,0.0,6.0,0.0
1776902473.8738527,3.0,0.0,5.0,0.0,6.0,0.0
1776902477.862658,3.0,0.0,5.5,0.5,6.0,0.0
1776902481.8632078,3.0,0.0,6.0,0.0,6.0,0.0
1776902485.9048166,4.0,0.0,6.0,0.0,7.0,0.0
1776902489.9017298,3.5,0.5,5.5,0.5,6.5,0.5
1776902493.923413,3.0,0.0,5.0,0.0,6.0,0.0
1776902497.9231138,4.0,0.0,5.0,0.0,6.0,0.0
1776902501.9359524,4.0,0.0,5.0,0.0,6.0,0.0
1776902505.9451194,4.0,0.0,5.0,0.0,6.0,0.0
1776902509.9490728,3.0,0.0,5.0,0.0,6.0,0.0
1776902513.9684691,3.5,0.5,5.5,0.5,7.0,1.0
1776902518.003205,4.0,0.0,6.0,0.0,8.0,0.0
1776902521.9961185,4.0,0.0,6.0,0.0,7.0,0.0
1776902526.0260167,4.0,0.0,6.0,0.0,7.0,0.0
1776902530.0291111,4.0,0.0,6.0,0.0,7.0,0.0
1776902534.0376496,4.0,0.0,6.0,0.0,7.0,0.0
1776902538.0187402,4.0,0.0,6.0,0.0,7.0,0.0
1776902542.0783947,4.0,0.0,6.0,0.0,7.0,0.0
1776902546.0825038,4.0,0.0,5.0,0.0,6.0,0.0
1776902550.0694175,4.0,0.0,5.0,0.0,6.0,0.0
