timestamp,cps,cps_err,usv_hr
1776902513.861514,0.5,0.5,0.006267
1776902515.8810365,0.0,0.0,0.0
1776902517.8443456,0.5,0.5,0.006267
1776902519.8632097,0.5,0.5,0.006267
1776902521.888428,0.0,0.0,0.0
1776902523.9060128,0.0,0.0,0.0
1776902525.9188597,0.5,0.5,0.006267
1776902527.9593666,0.0,0.0,0.0
1776902529.9723847,0.0,0.0,0.0
1776902531.944963,0.5,0.5,0.006267
1776902533.9820304,0.0,0.0,0.0
1776902535.9943104,0.0,0.0,0.0
1776902538.0135899,0.0,0.0,0.0
1776902540.0086603,0.0,0.0,0.0
1776902542.061332,0.0,0.0,0.0
1776902544.042924,0.0,0.0,0.0
1776902546.078363,0.0,0.0,0.0
1776902548.0549114,0.0,0.0,0.0
1776902550.0742009,0.5,0.5,0.006267
1776902552.130657,0.5,0.5,0.006267
1776902554.1040714,0.5,0.5,0.006267
1776902556.122582,0.0,0.0,0.0
1776902558.171993,0.5,0.5,0.006267
1776902560.1867635,0.0,0.0,0.0
1776902562.1906147,0.0,0.0,0.0
1776902564.2083876,0.0,0.0,0.0
1776902566.177858,0.0,0.0,0.0
1776902568.226581,0.5,0.5,0.006267
1776902570.2576509,0.5,0.5,0.006267
1776902572.2443252,0.0,0.0,0.0
1776902574.2568681,0.5,0.5,0.006267
1776902576.2601862,0.0,0.0,0.0
1776902578.3021617,0.0,0.0,0.0
1776902580.3064635,0.5,0.5,0.006267
1776902582.2934873,0.0,0.0,0.0
1776902584.3086188,0.0,0.0,0.0
1776902586.3403714,0.0,0.0,0.0
1776902588.329865,0.0,0.0,0.0
1776902590.3535907,0.0,0.0,0.0
1776902592.3766341,0.0,0.0,0.0
1776902594.3959708,0.5,0.5,0.006267
1776902596.4515436,0.0,0.0,0.0
1776902598.4397893,0.0,0.0,0.0
1776902600.4544497,0.5,0.5,0.006267
1776902602.4499109,0.0,0.0,0.0
1776902604.478332,0.0,0.0,0.0
1776902606.4638891,0.0,0.0,0.0
1776902608.481791,0.5,0.5,0.006267
1776902610.5146072,0.5,0.5,0.006267
1776902612.5404425,0.0,0.0,0.0
1776902614.5214648,0.0,0.0,0.0
1776902616.559769,0.0,0.0,0.0
1776902618.538251,0.5,0.5,0.006267
1776902620.5631285,1.0,0.7071067811865476,0.012534
1776902622.6068609,0.5,0.5,0.006267
1776902624.6134374,0.5,0.5,0.006267
1776902626.6393435,0.5,0.5,0.006267
1776902628.617778,0.5,0.5,0.006267
1776902630.6409924,0.0,0.0,0.0
1776902632.6723664,0.0,0.0,0.0
1776902634.6930933,1.0,0.7071067811865476,0.012534
1776902636.6772635,0.0,0.0,0.0
1776902638.71523,0.0,0.0,0.0
1776902640.7303643,1.5,0.8660254037844386,0.018801
1776902642.7163815,0.0,0.0,0.0
1776902644.751241,0.5,0.5,0.006267
1776902646.7301831,0.0,0.0,0.0
1776902648.8040113,0.0,0.0,0.0
1776902650.791866,0.5,0.5,0.006267
1776902652.829621,0.5,0.5,0.006267
1776902654.8422854,0.0,0.0,0.0
1776902656.8316557,0.0,0.0,0.0
1776902658.8482647,0.0,0.0,0.0
1776902660.8713746,0.5,0.5,0.006267
1776902662.8968308,0.5,0.5,0.006267
1776902664.8718562,0.5,0.5,0.006267
1776902666.9135425,0.0,0.0,0.0
1776902668.8896916,0.5,0.5,0.006267
1776902670.9087613,0.0,0.0,0.0
1776902672.9630408,0.5,0.5,0.006267
1776902674.962739,0.0,0.0,0.0
1776902676.9879546,0.0,0.0,0.0
1776902678.9563081,1.0,0.7071067811865476,0.012534
1776902680.9882774,0.0,0.0,0.0
1776902683.0171893,0.0,0.0,0.0
1776902685.0349357,0.0,0.0,0.0
1776902687.0440037,0.0,0.0,0.0
1776902689.0589092,0.0,0.0,0.0
1776902691.0775094,0.0,0.0,0.0
1776902693.056958,0.0,0.0,0.0
1776902695.0816195,0.0,0.0,0.0
1776902697.1093876,0.0,0.0,0.0
1776902699.1292827,0.5,0.5,0.006267
1776902701.1493342,1.0,0.7071067811865476,0.012534
1776902703.1444013,0.0,0.0,0.0
1776902705.1642618,0.0,0.0,0.0
1776902707.192878,0.0,0.0,0.0
1776902709.1666782,0.0,0.0,0.0
1776902711.17991,1.0,0.7071067811865476,0.012534
1776902713.215966,0.0,0.0,0.0
1776902715.2235959,0.5,0.5,0.006267
1776902717.2516,0.5,0.5,0.006267
1776902719.2790043,0.0,0.0,0.0
1776902721.2518117,1.0,0.7071067811865476,0.012534
1776902723.2832427,0.5,0.5,0.006267
1776902725.2980864,0.5,0.5,0.006267
1776902727.3206089,0.0,0.0,0.0
1776902729.3376493,0.5,0.5,0.006267
1776902731.324803,0.0,0.0,0.0
1776902733.3536804,0.0,0.0,0.0
1776902735.3704698,0.0,0.0,0.0
1776902737.358737,0.5,0.5,0.006267
1776902739.378866,0.0,0.0,0.0
1776902741.4137082,0.0,0.0,0.0
1776902743.3954666,0.0,0.0,0.0
1776902745.4133713,0.5,0.5,0.006267
1776902747.4558961,0.0,0.0,0.0
1776902749.4757886,0.5,0.5,0.006267
1776902751.458715,0.0,0.0,0.0
1776902753.4990299,0.0,0.0,0.0
1776902755.4814873,0.0,0.0,0.0
1776902757.5148082,0.5,0.5,0.006267
1776902759.531792,0.0,0.0,0.0
1776902761.5631406,0.0,0.0,0.0
1776902763.5561173,0.5,0.5,0.006267
1776902765.5711017,0.0,0.0,0.0
1776902767.5488698,0.5,0.5,0.006267
1776902769.5637171,0.0,0.0,0.0
1776902771.5834272,0.0,0.0,0.0
1776902773.612577,0.5,0.5,0.006267
1776902775.6260536,0.0,0.0,0.0
1776902777.6557808,0.5,0.5,0.006267
1776902779.6712391,0.0,0.0,0.0
1776902781.6454103,0.0,0.0,0.0
1776902783.6624305,0.0,0.0,0.0
1776902785.6781957,0.0,0.0,0.0
1776902787.7101133,0.5,0.5,0.006267
1776902789.7480106,0.0,0.0,0.0
1776902791.7209346,0.0,0.0,0.0
1776902793.7364585,0.0,0.0,0.0
1776902795.761024,0.5,0.5,0.006267
1776902797.787273,0.5,0.5,0.006267
1776902799.8045845,0.5,0.5,0.006267
1776902801.8313217,0.0,0.0,0.0
1776902803.7962515,0.0,0.0,0.0
1776902805.8316324,0.0,0.0,0.0
1776902807.8687186,0.5,0.5,0.006267
1776902809.8803232,0.0,0.0,0.0
1776902811.8662157,0.0,0.0,0.0
