timestamp,temp_mean,temp_err,hum_mean,hum_err,press_mean,press_err,alt_mean,alt_err,voc_mean,voc_err
1776897754.0014927,27.9614453125,6.083203125000001,73.09639355538619,26.90360644461382,879.8790947335935,130.0480474185169,1248.0714171980178,1220.3695509742502,22098.0,16091.0
1776897756.033812,21.8395703125,0.009960937499998934,46.25892515677173,0.008050148933101298,1009.9432304288649,0.004679019117361349,27.56756452990988,0.039059278550489296,13913.5,3018.5
1776897758.0643857,21.81203125,0.0021484375000007105,46.280278255734046,0.003326397179336027,1009.9510948830839,0.0007699751163272595,27.501914173415955,0.006427518708930435,26779.0,3350.0
1776897760.10298,21.8106640625,0.0007812499999992895,46.28626561554107,0.009313756986358612,1009.9488729610268,0.0003624658397143321,27.520462119738696,0.0030257602725711763,37819.5,2543.5
1776897762.145918,21.826875,0.006249999999999645,46.340438895459776,0.013035486581706834,1009.9570741025718,0.0038066568309318427,27.452001628980966,0.03177666420341829,47078.5,2107.5
1776897764.127456,21.8473828125,0.001953125,46.37975744788211,0.006381606863914868,1009.9613705104016,0.0004523038901993459,27.416136705561406,0.0037756645701580993,54821.0,1766.0
1776897766.1597328,21.846308593750003,0.0010742187500003553,46.3642532190771,0.01525106703231316,1009.9650683248487,0.00446752710280407,27.38526883838925,0.037293143306166954,60913.5,1352.5
1776897768.193472,21.8469921875,0.001562499999998579,46.321281977412454,0.015557563798545004,1009.9725300627373,0.0007247762861197771,27.32298133298223,0.006050108613953498,66111.5,1182.5
1776897770.2226233,21.83546875,0.00390625,46.26766512374661,0.018901580766307546,1009.9592462386536,0.0009047862532725048,27.433869352816295,0.007552831828615325,70699.5,1205.5
1776897772.255774,21.818964843750003,0.004785156249999645,46.198118087014684,0.01285142385950877,1009.9560126661943,0.0012954672845921777,27.460862096311608,0.010814125292155197,74536.5,1078.5
1776897774.2735922,21.8024609375,0.0023437499999996447,46.16546034855379,0.012562053698960796,1009.9573140937243,0.0025412842486502996,27.449998238554972,0.021213764272399516,78303.5,757.5
1776897776.3171182,21.7966015625,0.0015625000000003553,46.14020034663615,0.00018319359752183573,1009.9659351479972,0.003810885273594522,27.37803292706827,0.03181173579831231,81141.5,658.5
1776897778.3353713,21.7907421875,0.002734375000001066,46.17330090477792,0.008894874766600225,1009.9645769083124,0.0008153117848337388,27.38937092486105,0.006805901903888412,83659.5,823.5
1776897780.3656917,21.763984375,0.007421874999998579,46.22238945534981,0.005274156275682174,1009.9619103448786,0.0033586915258752015,27.41163040626048,0.02803709493714024,86201.0,612.0
1776897782.3886023,21.735078125,0.007226562499999645,46.36040904436836,0.0852498515199116,1009.9693556395316,0.005396068551647204,27.34948012899826,0.04504408400026527,87543.5,1171.5
1776897784.4152694,21.70978515625,0.00439453125,46.55431643246024,0.005638251084448598,1009.9563646556135,0.00011369750382073107,27.457923801837747,0.0009491082650576743,91192.5,489.5
1776897786.4378338,21.687519531249997,0.008691406249999645,46.58247611217383,0.01949826721369874,1009.9655260162237,0.0040132645851826965,27.38144820023504,0.03350112778995573,91632.5,49.5
1776897788.4646783,21.6372265625,0.01640624999999929,46.56422807976854,0.001934645831504156,1009.9771949570362,0.0032603999261482386,27.284040986225367,0.027216260089208077,94546.0,532.0
1776897790.4864023,21.56076171875,0.02001953125,46.48753076961475,0.06388738922808201,1010.0061561885766,0.01642337321533205,27.042290142435398,0.1370912861072302,97066.5,803.5
1776897792.509269,21.47638671875,0.02431640625000142,46.44990953172714,0.006368837272709982,1010.0612132346173,0.009425226346820637,26.582720447205226,0.07867198510781925,98926.0,489.0
1776897794.5345743,21.3579296875,0.03300781249999929,46.52826712030346,0.00695681962412209,1010.0907142643871,0.007060256284432853,26.33647931987108,0.05893028150449631,100951.5,419.5
1776897796.5679522,21.22140625,0.033789062500000355,46.62917766164486,0.11605780138109267,1010.1152295099273,0.0014844697123521655,26.13185824198608,0.012390272452533324,102013.5,581.5
1776897798.5892582,21.09318359375,0.031152343749999645,46.684865434752886,0.05790134944145109,1010.1395624965096,0.003691056467062026,25.928762595236098,0.030807164919210095,103343.5,62.5
1776897800.648308,20.97072265625,0.03076171875,46.79977339868688,0.03949687833460658,1010.1641271186323,0.008837933844915824,25.723737794033546,0.07376379281716972,105428.0,425.0
1776897802.662253,20.85509765625,0.02177734374999929,46.98335093333816,0.04675369197860846,1010.1970244181398,0.007134730434870562,25.449171539202318,0.05954682504800779,106587.5,668.5
1776897804.685816,20.792988281249997,0.013574218749999645,47.12712456255409,0.04467025363912214,1010.2200397647807,0.005080245041995113,25.257085967028313,0.042399202746842946,107431.5,848.5
1776897806.7074218,20.738789062499997,0.012304687500000355,47.247234417881835,0.023238990559669048,1010.2432286565293,0.004425383394391247,25.063555638535682,0.03693310833378227,110212.5,464.5
1776897808.7275226,20.6925,0.01093750000000071,47.32820477235613,0.023409640824198164,1010.2539193066476,0.0003083617064021382,24.974334547243657,0.0025734852114620566,110978.0,1159.0
1776897810.7519894,20.64591796875,0.013378906249998934,47.390634713571956,0.016948916523002566,1010.2514433996944,0.004481899009022072,24.99499773835811,0.037404526800935756,112511.5,595.5
